严重度,类型,文件,行号,命中,原文
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,34,PT3,| 24 | 保护膜 |  |  | PT3-P14 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,35,PT3,| 25 | 铭牌 |  |  | PT3-F17 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,36,PT3,| 26 | 标签 |  |  | PT3-F19 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,37,PT3,| 27 | 唛头标签 |  |  | PT3-F20 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,38,PT3,| 28 | 防拆签 |  |  | PT3-F21 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,39,PT3,| 29 | 纸托架 |  |  | PT3-F22 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,40,PT3,| 30 | 纸托架 |  |  | PT3-F23 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,41,PT3,| 31 | 垫板 |  |  | PT3-F24 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,42,PT3,| 32 | 外箱 |  |  | PT3-F25 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,44,PT3,| 33 | PT3总装类组件清单 | PT3SBT-ABOM01 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\设计输出清单二E0.assets\sheets_md\03_PT3参考.md,45,PT3,| 34 | PT3包装类组件清单 | PT3SBT-PBOM01 | V1.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |
低,占位符未替换,01 立项批准书E0\客户需求书E0.assets\sheets_md\02_客户需求书.md,7,______________,| 2 | 预计销售地区及注册要求 | □ 欧盟地区     EU          通过时间要求：             分类：  申请路径：   OTC:<br>■ 美国   USA               通过时间要求：    
低,占位符未替换,01 立项批准书E0\客户需求书E0.assets\sheets_md\02_客户需求书.md,16,_______________________________,| 10 | 环保 | 要求同时满足以下环保指令或法规： <br>□中国ROHS 2.0<br>■ROHS(2011/65/EU)<br>■加州65提案<br>□REACH(1907/2006/EC)<br>□WEEE关于报废电子电气设备指
低,占位符未替换,04 设计输入E0\设计输入汇总表E0.assets\sheets_md\01_设计输入_通用.md,16,_______________________________,| 9 | 环保<br>Environment protection | 要求同时满足以下环保指令或法规： <br>□ROHS(2011/65/EU)（2015/863/EU）<br>□REACH(1907/2006/EC)<br>□WEE
低,占位符未替换,08 T1样机\04-设计验证计划E0\设计验证计划-通用要求和法规部分E0.assets\sheets_md\01_设计验证计划_通用.md,19,_______________________________,| 9 | 环保<br>Environment protection | 要求同时满足以下环保指令或法规： <br>□ROHS(2011/65/EU)（2015/863/EU）<br>□REACH(1907/2006/EC)<br>□WEE
低,占位符未替换,08 T1样机\10-PT9L标签审核表.assets\sheets_md\11_801.md,10,_____,"| (c) |  Where a device is not manufactured by the person whose name appears on the label, the name shall be qualified b"
低,占位符未替换,08 T1样机\13-设计验证报告E0\设计验证报告-通用要求部分E0.assets\sheets_md\02_设计验证_通用-T1阶段.md,18,_______________________________,| 9 | 环保<br>Environment protection | 要求同时满足以下环保指令或法规： <br>□ROHS(2011/65/EU)（2015/863/EU）<br>□REACH(1907/2006/EC)<br>□WEE
低,占位符未替换,09-设计输出\设计输出清单二\包装\外箱条码标签-PT1-F07 V1.0.md,48,XXXXXXX,"""title"": ""K04080002148XXXXXXX-图纸-PT1-F07 V1.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040100014357620814-图纸-PT9L-F01+V1.0.md,39,XXXXXXX,"""title"": ""K04010001435XXXXXXX-外箱图纸-PT9L-F01 V1.0 0904"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040500002717620814-图纸-PT9L-F04+V1.0.md,39,XXXXXXX,"""title"": ""K04050000271XXXXXXX-内衬图纸-PT9L-F04 V1.0 0903"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040700022027620814-图纸-PT9L-SMSP01+V1.0 (1).md,39,XXXXXXX,"""title"": ""K04070002202XXXXXXX-图纸-PT9L-SMSP01 V2.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040700022027620814-图纸-PT9L-SMSP01+V1.0.md,39,XXXXXXX,"""title"": ""K04070002202XXXXXXX-图纸-PT9L-SMSP01 V2.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040800021467620814-图纸-PT1-F05+V1.0.md,39,XXXXXXX,"""title"": ""K04080002146XXXXXXX-图纸-PT1-F05 V1.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040800021487620814-图纸-PT1-F07+V1.0.md,39,XXXXXXX,"""title"": ""K04080002148XXXXXXX-图纸-PT1-F07 V1.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040800025021030093-图纸-PT9L-F02+V1.0.md,39,XXXXXXX,"""title"": ""K04080002502XXXXXXX-铭牌图纸-PT9L-F02 V1.0"","
低,占位符未替换,09-设计输出\设计输出清单二\包装\AI\K040800025031030093-图纸-PT9L-F03+V1.0.md,39,XXXXXXX,"""title"": ""K04080002503XXXXXXX-二维码图纸-PT9L-F03 V1.0 0903"","
低,占位符未替换,09-设计输出\设计输出清单二\装配说明V1.0-PT9L.assets\images.md,1228,____,\__广_=____「′…\
低,占位符未替换,09-设计输出\设计输出清单二\设计输出清单二\装配说明V1.0-PT9L.assets\images.md,1199,____,\__广_=____「′…\
低,占位符未替换,11-设计确认\10-设计验证报告-设计确认阶段\设计验证报告-通用要求和法规部分.assets\sheets_md\02_设计验证_通用-确认阶段.md,18,_______________________________,| 9 | 环保<br>Environment protection | 要求同时满足以下环保指令或法规： <br>□ROHS(2011/65/EU)（2015/863/EU）<br>□REACH(1907/2006/EC)<br>□WEE
低,占位符未替换,11-设计确认\15-设计确认评审记录.assets\sheets_md\01_设计确认评审记录.md,8,___________________________________________,| □否  问题说明：___________________________________________ |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,168,__________________________________________________________,Introduction __________________________________________________________ 1
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,170,_______________________________________________________________,Scope _______________________________________________________________ 1
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,172,___________________________________________________________,Definitions ___________________________________________________________ 2
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,174,__________________________________________________________,Abnormal use __________________________________________________________ 2
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,176,____________________________________________________________,Critical task ____________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,178,____________________________________________________,Formative evaluation ____________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,180,________________________________________________________________,Hazard ________________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,182,_____________________________________________________,Hazardous situation _____________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,184,_______________________________________________,Human factors engineering _______________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,186,___________________________________________,Human factors validation testing ___________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,188,__________________________________________________________________,Task __________________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,190,______________________________________________________________,Use error ______________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,192,______________________________________________________________,Use safety ______________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,194,___________________________________________________________________,User ___________________________________________________________________ 3
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,196,___________________________________________________________,User interface___________________________________________________________ 4
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,198,____________________________________________________________,Overview ____________________________________________________________ 4
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,200,______________________________________,HFE/UE as Part of Risk Management ______________________________________ 4
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,202,_______________________________________________________,Risk Management _______________________________________________________ 6
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,204,_________________________,"Device Users, Use Environments and User Interface _________________________ 7"
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,206,____________________________________________________________,Device Users ____________________________________________________________ 9
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,208,________________________________________________,Device Use Environments ________________________________________________ 10
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,210,___________________________________________________,Device User Interface ___________________________________________________ 10
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,212,___________________________________,Preliminary Analyses and Evaluations ___________________________________ 11
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,214,____________,Critical Task Identification and Categorization ____________
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,221,___________________________________________________,Simulated-Use Testing ___________________________________________________ 18
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,223,__________________________,Elimination or Reduction of Use-Related Hazards __________________________ 19
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,225,______________________________________,Human Factors Validation Testing ______________________________________ 20
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,227,___________________________,Simulated-Use Human Factors Validation Testing ___________________________ 21
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,229,___________________________________________________,Test Participants (Subjects) ___________________________________________________ 21
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,231,_____________________________________________________,Tasks and Use Scenarios _____________________________________________________ 23
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,233,_________________________________________________________,Instructions for Use _________________________________________________________ 23
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,235,________________________________________________________,Participant Training ________________________________________________________ 24
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,237,____________________________________________________________,Data Collection ____________________________________________________________ 24
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,239,_______________________________________________________,Observational Data _______________________________________________________ 25
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,241,____________________________________________________,Knowledge Task Data ____________________________________________________ 25
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,243,__________________________________________________________,Interview Data __________________________________________________________ 26
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,245,_______________________________,Analysis of Human Factors Validation Test Results _______________________________ 26
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,247,_____________________________________________________________,Residual Risk _____________________________________________________________ 27
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,249,_______________________,Human Factors Validation Testing of Modified Devices _______________________ 27
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,251,_____________________________________________________,Actual Use Testing _____________________________________________________ 28
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,252,______________________________________________________,9.   Documentation ______________________________________________________ 29
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,253,__________________________________________________________,10. Conclusion __________________________________________________________ 30
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,254,_______________________________________________,Appendix A: HFE/UE Report _______________________________________________ 31
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,256,_______________________________________________________,Testing _______________________________________________________ 35
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,257,______________,Appendix C: Analyzing Results of Human Factors Validation Testing  ______________ 37
低,占位符未替换,13-体温计法规\FDA_Guidance_Applying_Human_Factors_and_Usability_Engineering_to_Medical_Devices_(2016).md,258,___________________________________________,Appendix D: HFE/UE References ___________________________________________ 43
